timestamp_utc,elapsed_seconds,phase,gpu_index,gpu_uuid,utilization_pct,power_w,memory_used_mib,memory_total_mib,temperature_c
2026-09-11T04:17:07Z,135.50968198599998,cpu:hog_features,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,42.07,657.0,15360.0,62.0
2026-09-11T04:17:10Z,137.59957791799997,cpu:hog_features,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,29.0,657.0,15360.0,61.0
2026-09-11T04:17:10Z,137.599627635,cpu:hog_features,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,42.14,657.0,15360.0,62.0
2026-09-11T04:17:12Z,139.68902985799997,cpu:hog_features,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,29.0,657.0,15360.0,62.0
2026-09-11T04:17:12Z,139.68908151700003,cpu:hog_features,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,42.24,657.0,15360.0,63.0
2026-09-11T04:17:14Z,141.77448927799998,cpu:hog_features,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,29.0,657.0,15360.0,62.0
2026-09-11T04:17:14Z,141.77453354200003,cpu:hog_features,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,42.34,657.0,15360.0,63.0
2026-09-11T04:17:16Z,143.87285556,cpu:hog_features,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,29.0,657.0,15360.0,62.0
2026-09-11T04:17:16Z,143.87293159899997,cpu:hog_features,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,42.44,657.0,15360.0,63.0
2026-09-11T04:17:18Z,145.96240340699995,cpu:hog_features,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,29.1,657.0,15360.0,62.0
2026-09-11T04:17:18Z,145.96245232400003,cpu:hog_features,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,42.54,657.0,15360.0,64.0
2026-09-11T04:17:20Z,148.052050029,cpu:hog_features,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,29.2,657.0,15360.0,62.0
2026-09-11T04:17:20Z,148.05209864800003,cpu:hog_features,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,42.64,657.0,15360.0,64.0
2026-09-11T04:17:22Z,150.144182961,cpu:hog_features,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,29.2,657.0,15360.0,62.0
2026-09-11T04:17:22Z,150.144231908,cpu:hog_features,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,42.73,657.0,15360.0,65.0
2026-09-11T04:17:24Z,152.22866953399995,cpu:hog_features,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,29.1,657.0,15360.0,62.0
2026-09-11T04:17:24Z,152.22871909199995,cpu:hog_features,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,42.83,657.0,15360.0,65.0
2026-09-11T04:17:26Z,154.31637766199998,cpu:hog_features,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,29.2,657.0,15360.0,62.0
2026-09-11T04:17:26Z,154.316436356,cpu:hog_features,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,42.93,657.0,15360.0,65.0
2026-09-11T04:17:28Z,156.41094358999993,cpu:hog_features,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,29.1,657.0,15360.0,63.0
2026-09-11T04:17:28Z,156.41099766899998,cpu:hog_features,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,43.42,657.0,15360.0,66.0
2026-09-11T04:17:30Z,158.49879897099999,cpu:hog_features,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,29.1,657.0,15360.0,63.0
